NAME,SAT25,SAT75,SATAVG,Private,Apps,Accept,Enroll,Top10perc,Top25perc,F.Undergrad,P.Undergrad,Outstate,Room.Board,Books,Personal,PhD,Terminal,S.F.Ratio,perc.alumni,Expend,Grad.Rate,rank,state_name,early_career_pay,mid_career_pay,make_world_better_percent,stem_percent,Women,American Indian / Alaska Native,Asian,Black,Hispanic,Native Hawaiian / Pacific Islander,White,Two Or More Races,Unknown,Non-Resident Foreign,Total Minority,total_enrollment
Oklahoma Christian University,1000,1220,1110,Yes,776,765,351,22,44,1419,228,6400,3150,500,1900,58,64,16.2,8,6578,45,7,Oklahoma,49700,87900,57,41,0.461818182,0.019393939,0.082020202,0.124444444,0.057373737,0.00040404,0.654141414,0.061818182,0.00040404,0,0.345454545,2475
Ouachita Baptist University,600,800,700,Yes,910,773,450,31,73,1310,61,6530,2800,500,1500,63,67,13.3,10,6413,65,8,Arkansas,44100,80200,58,18,0.512325117,0.007328448,0.008660893,0.085942705,0.038640906,0.000666223,0.83344437,0,0.000666223,0.024650233,0.141239174,1501
Pacific Lutheran University,1150,1376,1263,Yes,1603,1392,504,31,68,2580,302,13312,4488,600,1516,78,78,11,23,9431,83,10,Washington,54500,98100,53,20,0.632017273,0.008636644,0.067242443,0.029302899,0.076804442,0.007402838,0.672732881,0.071869217,0.016039482,0.049969155,0.261258482,3242
Pacific University,1090,1310,1200,Yes,943,849,288,41,71,1041,35,14210,3994,450,1100,76,76,10.9,22,11216,42,8,Oregon,50200,94000,66,8,0.633791209,0.006593407,0.139285714,0.015934066,0.079120879,0.015384615,0.573076923,0.073351648,0.059615385,0.037637363,0.32967033,3640
Peru State College,980,1040,1010,No,701,501,458,10,40,959,457,2580,2624,500,900,48,100,20.1,24,4870,44,17,Nebraska,42600,74800,50,6,0.599039616,0.006002401,0.012404962,0.072829132,0.052020808,0.00280112,0.779911965,0.027210884,0.046818727,0,0.173269308,2499
Presbyterian College,1010,1220,1115,Yes,1082,832,302,34,63,1133,30,11859,3635,554,1429,80,85,13.4,42,8354,85,6,South Carolina,48800,89900,57,14,0.578767123,0.002739726,0.030821918,0.13630137,0.019178082,0.000684932,0.739726027,0.015753425,0.006849315,0.047945205,0.205479452,1460
Princeton University,1460,1570,1515,Yes,13218,2042,1153,90,98,4540,146,19900,5910,675,1575,91,96,8.4,54,28320,99,2,New Jersey,75200,139400,48,48,0.453635015,0.0012364,0.158506429,0.058605341,0.070598417,0.00086548,0.431998022,0.034742829,0.034248269,0.209198813,0.324554896,8088
Providence College,1120,1330,1225,Yes,5139,3346,973,20,55,3717,1358,14400,6200,450,1100,66,74,18.4,35,8135,96,3,Rhode Island,58900,106900,44,11,0.558791088,0.001764836,0.011250827,0.041694242,0.070152217,0.00198544,0.774101037,0.016986543,0.060666225,0.021398632,0.143834105,4533
Purdue University at West Lafayette,1190,1430,1310,No,21804,18744,5874,29,60,26213,4065,9556,3990,570,1060,86,86,18.2,15,8604,67,4,Indiana,60900,110000,48,38,0.416280942,0.00143389,0.052223787,0.030237472,0.039620648,0.000779835,0.609881264,0.019319783,0.01808714,0.22841618,0.143615416,39752
Radford University,950,1150,1050,No,5702,4894,1742,15,37,8077,472,6684,4110,500,900,73,83,19.6,9,4519,62,22,Virginia,48900,82900,53,10,0.576035926,0.002755664,0.014594815,0.112369871,0.050928761,0.002041233,0.751786079,0.044396816,0.012553582,0.008573178,0.227087161,9798
Ramapo College of New Jersey,1100,1280,1190,No,2088,957,362,6,29,2745,1938,4449,4860,600,1655,74,95,17.8,8,7333,47,15,New Jersey,51600,95200,41,12,0.559553557,0.002665334,0.062801932,0.053140097,0.130101616,0.001832417,0.644677661,0.011660836,0.076961519,0.016158587,0.262202232,6003
Reed College,1300,1460,1380,Yes,1966,1436,327,47,80,1199,61,19960,5490,500,450,90,90,11.8,37,15886,68,3,Oregon,56100,104900,44,26,0.534433286,0.00286944,0.057388809,0.018651363,0.104734577,0.00215208,0.583213773,0.081061693,0.067431851,0.082496413,0.266857963,1394
Rensselaer Polytechnic Institute,1360,1520,1440,Yes,4996,4165,936,53,82,4291,16,17475,5976,1230,1100,94,98,15.4,21,15605,70,6,New York,71300,134100,49,78,0.304023409,0.000877835,0.092026335,0.026627652,0.064228237,0.000438917,0.572494514,0.056474031,0.019166057,0.167666423,0.240673007,6835
Rhodes College,1330,1490,1410,Yes,2302,1831,391,58,82,1345,59,15200,4768,550,1500,90,96,10.8,47,13388,77,2,Tennessee,51900,97800,46,25,0.578870497,0.00292113,0.064751704,0.062317429,0.035540409,0,0.753164557,0.030185005,0.022395326,0.02872444,0.195715677,2054
Rider University,1050,1270,1160,Yes,3586,2424,730,16,31,2748,1309,13250,5420,700,3100,84,92,12.3,23,11299,70,8,New Jersey,51600,99000,47,5,0.601435587,0.001511145,0.044389875,0.099924443,0.09973555,0.001511145,0.636003022,0.022289384,0.05326785,0.041367586,0.269361541,5294
Ripon College,940,1160,1050,Yes,587,501,211,28,52,735,28,15200,4100,350,650,87,90,9.4,49,12472,64,10,Wisconsin,46300,89600,60,26,0.533333333,0.002380952,0.014285714,0.022619048,0.047619048,0,0.836904762,0.017857143,0.022619048,0.035714286,0.104761905,840
Roanoke College,1080,1230,1155,Yes,2227,1790,437,27,54,1460,239,13425,4425,450,1200,85,89,13,26,9405,72,20,Virginia,48500,85100,53,18,0.596585366,0.003414634,0.014634146,0.053658537,0.037073171,0.00097561,0.82,0.041463415,0,0.028780488,0.151219512,2050
Rocky Mountain College,975,1180,1077.5,Yes,560,392,270,11,31,743,118,8734,3362,600,625,56,78,11.3,27,6422,68,5,Montana,46000,82900,59,12,0.483614697,0.020854022,0.009930487,0.031777557,0.017874876,0.004965243,0.778550149,0.06653426,0.022840119,0.046673287,0.151936445,1007
Roger Williams University,980,1040,1010,Yes,3304,2804,679,10,20,2111,1489,12520,6050,500,730,44,54,16.4,8,7957,61,8,Rhode Island,52900,92700,48,12,0.505733006,0.008599509,0.021908272,0.023955774,0.048730549,0.000614251,0.715806716,0.000819001,0.12981163,0.0497543,0.104627355,4884
Rollins College,900,1030,965,Yes,1777,1151,382,31,55,1668,1052,16425,5220,955,750,81,85,13.3,23,11561,90,18,Florida,49000,87000,53,7,0.586217649,0.002806361,0.0296227,0.061428126,0.151855316,0.000623636,0.631743062,0.028375429,0.024321796,0.069223573,0.274711568,3207
Sacred Heart University,1200,1300,1250,Yes,2307,1896,509,19,51,1707,1889,11070,5780,400,600,71,73,14.8,16,7120,82,9,Connecticut,55000,100500,46,15,0.666752345,0.001799255,0.022362164,0.046395065,0.063873538,0.0014137,0.676262691,0.011438118,0.130960031,0.045495438,0.14728184,7781
Saint Ambrose University,1030,1190,1110,Yes,897,718,276,12,48,1345,390,10450,4020,500,1500,56,56,14.1,16,7444,70,17,Iowa,46900,84400,48,8,,,,,,,,,,,,
Saint Anselm College,1140,1320,1230,Yes,2095,1553,514,15,40,1873,94,12950,5400,450,1120,70,82,14.5,29,6719,97,2,New Hampshire,56400,100300,59,11,0.602642276,0.00152439,0.006097561,0.018292683,0.028963415,0.00101626,0.797764228,0.017276423,0.12296748,0.006097561,0.073170732,1968
Saint Cloud State University,1090,1180,1135,No,3971,3306,1921,10,34,11493,2206,4259,2625,350,1884,70,75,18.9,10,4629,58,11,Minnesota,51600,91600,50,15,,,,,,,,,,,,
Saint Joseph's University,1120,1310,1215,Yes,2519,2003,776,39,71,2473,1314,12750,6350,350,1690,84,90,17.4,13,8243,83,14,Pennsylvania,57300,105100,41,6,,,,,,,,,,,,
Saint Louis University,1220,1430,1325,Yes,3294,2855,956,44,67,4576,1140,11690,4730,800,6800,84,94,4.6,19,18367,67,4,Missouri,54200,95300,56,13,0.58667605,0.000762374,0.065153648,0.063980765,0.033251232,0,0.707541637,0.040992259,0.031257331,0.057060755,0.204140277,17052
Saint Mary's College,1055,1265,1160,Yes,888,734,393,26,60,1433,27,12730,4514,500,1525,74,95,9.9,31,11165,98,12,Indiana,49700,89300,54,15,,,,,,,,,,,,
Saint Michael's College,880,1100,990,Yes,1910,1380,463,16,64,1715,106,13030,5860,500,750,79,88,14.5,34,10190,84,4,Vermont,52900,98500,40,18,0.589763178,0.001909855,0.016424752,0.019480519,0.037433155,0.000381971,0.855996944,0.016424752,0.004965623,0.046982429,0.092055004,2618
Saint Xavier University,1110,1140,1125,Yes,785,647,295,15,65,1670,726,10860,4624,600,794,87,100,13.7,15,8953,55,20,Illinois,49400,91200,60,10,0.688190523,0.002946231,0.027498159,0.164006875,0.225877731,0.000491039,0.508961453,0.017431868,0.049594893,0.003191751,0.438251903,4073
Samford University,1100,1290,1195,Yes,1680,1395,691,34,76,2959,402,8236,3700,569,1650,74,75,14.7,17,9533,61,5,Alabama,48400,90500,52,3,0.624771944,0.003446179,0.016217312,0.075410501,0.044192175,0.000202716,0.812284614,0.01013582,0.007095074,0.031015609,0.149604703,4933
Santa Clara University,1330,1490,1410,Yes,4019,2779,888,40,73,3891,128,13584,5928,630,1278,88,92,13.9,19,10872,100,6,California,69900,134700,44,29,0.500388242,0.001109262,0.157071547,0.026400444,0.142318358,0.002218525,0.40942873,0.051136994,0.075762618,0.134553522,0.38025513,9015
Seattle Pacific University,1050,1300,1175,Yes,1183,1016,411,42,82,1922,704,12669,4875,600,1250,83,85,16.8,20,10368,66,6,Washington,53600,103400,52,9,0.676547309,0.004505573,0.101968224,0.036044581,0.079203225,0.002608489,0.635997154,0.069243538,0.033673227,0.036755988,0.293573631,4217
Seattle University,1120,1330,1225,Yes,2115,1540,494,28,72,2993,347,12825,4375,500,1500,85,85,12.2,16,10175,89,1,Washington,60600,113700,59,12,0.597690087,0.005637289,0.139007287,0.029561391,0.084146844,0.005912278,0.4799945,0.062835144,0.101746185,0.091159082,0.327100234,7273
Seton Hall University,1200,1370,1285,Yes,4576,3565,1000,16,36,4384,1530,12000,6484,650,1000,81,84,14.4,15,10080,64,5,New Jersey,57100,103800,45,8,0.586060039,0.001038745,0.071465669,0.114054222,0.141684845,0.003116236,0.498597694,0.019632284,0.108133375,0.042276929,0.350992002,9627
Simpson College,890,1280,1085,Yes,1016,872,300,27,57,1116,602,11250,4980,550,1400,66,73,15.8,36,7411,70,11,Iowa,49900,88600,47,17,,,,,,,,,,,,
Smith College,1370,1530,1450,Yes,2925,1598,632,51,88,2479,95,18820,6390,500,1050,85,97,10.3,44,21199,90,24,Massachusetts,52700,98200,51,26,0.979257277,0.0016728,0.116426899,0.049849448,0.092338575,0.00066912,0.484108397,0.042823687,0.082301773,0.129809301,0.303780529,2989
South Dakota State University,980,1220,1100,No,2807,2589,1701,13,37,7000,1103,3811,2190,500,1970,62,65,15,29,5084,67,2,South Dakota,50500,91900,58,18,0.534481384,0.010125169,0.011161604,0.020330065,0.019213904,0.001036435,0.859443514,0.018257195,0.004624093,0.05580802,0.080124372,12543
Southeast Missouri State University,990,1030,1010,No,2281,1870,1408,18,43,6553,1246,4680,3540,200,2150,75,76,17.1,8,5916,45,20,Missouri,43700,79100,52,9,0.573095061,0.004550343,0.009762555,0.084553653,0.015636634,0.000330934,0.738893026,0.001075536,0.05741706,0.08778026,0.115909655,12087
Southern Illinois University at Edwardsville,910,1220,1065,No,2540,2195,994,13,40,6063,2550,5472,3598,221,2216,76,81,16.5,8,7498,43,24,Illinois,51400,90100,50,21,0.541511595,0.002147151,0.019109648,0.133767535,0.035714286,0.000787289,0.731105067,0.028557114,0.018751789,0.03006012,0.220083023,13972
Southern Methodist University,1340,1510,1425,Yes,4301,3455,1166,41,69,4892,387,12772,5078,576,1802,74,88,13.5,17,12726,72,5,Texas,59700,110400,46,22,0.479506742,0.002750177,0.059528034,0.059350603,0.10397445,0.001330731,0.604329312,0.025816182,0.011355571,0.13156494,0.252750177,11272
Southwestern University,1150,1330,1240,Yes,1244,912,352,44,77,1177,43,11850,4675,600,1050,83,89,11.3,35,12995,67,25,Texas,51800,93500,51,19,,,,,,,,,,,,
Spalding University,930,1100,1015,Yes,283,201,97,10,45,589,263,8400,2800,600,900,50,56,10.6,40,6860,89,13,Kentucky,44800,79200,71,0,0.734746863,0.001298139,0.01384682,0.183903072,0.028559065,0.002163566,0.626568585,0.024664647,0.115534401,0.003461705,0.254435309,2311
Spelman College,1050,1300,1175,Yes,3713,1237,443,47,83,1971,107,7000,5565,660,2400,73,80,12.5,18,9988,65,10,Georgia,50200,85400,52,24,1,0.001405152,0.000936768,0.868852459,0.003278689,0,0.000468384,0.027166276,0.082903981,0.01498829,0.901639344,2135
St. John's College,1290,1480,1385,Yes,323,278,122,31,51,393,4,16150,5450,275,800,63,72,7.2,26,15622,64,7,Maryland,55900,101200,,0,,,,,,,,,,,,
Stephens College,1030,1170,1100,Yes,450,405,194,17,34,614,388,13900,5200,450,2150,46,63,10.9,17,9995,59,24,Missouri,42800,77200,47,6,0.964037123,0.003480278,0.013921114,0.135730858,0.035962877,0.004640371,0.723897912,0.055684455,0.024361949,0.002320186,0.249419954,862
Stetson University,1090,1295,1192.5,Yes,1557,1227,489,37,69,1964,81,12315,4565,600,1365,85,90,12.5,24,10307,73,21,Florida,47000,86000,44,7,0.562243171,0.003867537,0.022721779,0.069615664,0.136330674,0.000241721,0.664974619,0.029973411,0.021271453,0.051003142,0.262750786,4137
Stevens Institute of Technology,1370,1510,1440,Yes,1768,1249,380,51,93,1263,11,16900,5680,450,750,89,89,19,33,12837,79,1,New Jersey,75100,139900,47,79,0.283755102,0.000816327,0.071183673,0.015673469,0.052408163,0,0.353142857,0,0.19722449,0.30955102,0.140081633,6125
Stonehill College,650,780,715,Yes,3646,2300,585,25,69,2022,926,12170,6172,480,800,79,79,13,30,7495,97,19,Massachusetts,55900,103200,42,18,0.592381786,0.000437828,0.022329247,0.043345009,0.045096322,0.000437828,0.835814361,0.017950963,0.026707531,0.007880911,0.129597198,2284
Tabor College,870,950,910,Yes,257,183,109,19,41,396,38,7850,3410,400,1500,55,70,10,15,7233,53,20,Kansas,43300,77500,62,7,0.494778068,0.003916449,0.006527415,0.083550914,0.108355091,0.002610966,0.684073107,0.032637076,0.062663185,0.015665796,0.237597911,766
Taylor University,810,890,850,Yes,1769,1092,437,41,80,1757,81,10965,4000,450,1250,60,61,14.2,32,8294,98,10,Indiana,48700,90600,59,16,0.564305685,0.002795899,0.029356943,0.025629077,0.029356943,0.003261883,0.8555452,0.006989748,0,0.047064306,0.097390494,2146
Texas Christian University,1130,1350,1240,Yes,4095,3079,1195,33,64,5064,660,8490,3320,650,2400,81,93,14.8,23,9158,64,19,Texas,56000,98700,51,9,0.592046247,0.008073358,0.027608891,0.04774245,0.105651351,0.002890461,0.72540616,0.00548191,0.025216785,0.051928636,0.19744842,10033
Transylvania University,1050,1330,1190,Yes,759,729,244,57,81,867,51,10900,4450,500,1000,81,91,12.1,41,10219,70,7,Kentucky,47900,85600,51,25,0.58382643,0.000986193,0.019723866,0.030571992,0.045364892,0.000986193,0.802761341,0.029585799,0.034516765,0.035502959,0.127218935,1014
Trinity University,1280,1468,1374,Yes,2425,1818,601,62,93,2110,95,12240,5150,500,490,94,96,9.6,20,14703,93,11,Texas,54900,102900,46,27,0.53125,0.002878289,0.058388158,0.040707237,0.186677632,0.000411184,0.560032895,0.044407895,0.037417763,0.069078947,0.333470395,2432
Tuskegee University,920,1130,1025,Yes,2267,1827,611,20,59,2825,144,6735,3395,600,1425,70,74,12.2,7,10872,65,4,Alabama,54500,93500,61,30,0.597808572,0.000644538,0.008378988,0.755720271,0.010312601,0,0.016757976,0,0.201740251,0.006445375,0.775056397,3103
University of Alabama at Birmingham,1173,1388,1280.5,No,1797,1260,938,24,35,6960,4698,4440,5175,750,2200,96,96,6.7,16,16352,33,8,Alabama,48600,87200,57,17,0.603700931,0.002460156,0.049791422,0.210878169,0.026526901,0.000748743,0.633222805,0.030110172,0.010696331,0.035565301,0.320515563,18698
University of California at Berkeley,1300,1530,1415,No,19873,8252,3215,95,100,19532,2061,11648,6246,636,1933,93,97,15.8,10,13919,78,7,California,70700,131800,49,36,0.501823506,0.002103021,0.297404499,0.023585785,0.120564355,0.002156262,0.306641821,0.041687741,0.044056968,0.161799547,0.487501664,37565
University of California at Irvine,1180,1440,1310,No,15698,10775,2478,85,100,12677,864,12024,5302,790,1818,96,96,16.1,11,15934,66,16,California,59600,116000,49,34,0.517719876,0.000798642,0.361784966,0.018135836,0.214768227,0.003793551,0.198695551,0.039599348,0.021829556,0.140594323,0.63888057,30051
University of Central Florida,1170,1350,1260,No,6986,2959,1918,25,60,12330,7152,6618,4234,700,1600,80,98,22.2,9,6742,46,16,Florida,49700,88600,50,16,0.550989846,0.001974756,0.055013412,0.105320322,0.215709184,0.002122863,0.547879606,0.030296049,0.016752514,0.024931295,0.410436586,60767
University of Charleston,985,1160,1072.5,Yes,682,535,204,22,43,771,611,9500,3540,400,750,26,58,2.5,10,7683,57,8,West Virginia,44600,81900,51,4,0.549028896,0.009000474,0.027001421,0.099005211,0.025580294,0.000947418,0.612979631,0.009947892,0.152534344,0.063003316,0.17148271,2111
University of Chicago,1510,1580,1545,Yes,6348,2999,922,68,94,3340,39,18930,6380,500,1254,99,99,5.3,36,36854,90,4,Illinois,64000,114200,41,22,0.420017222,0.002318341,0.1273763,0.041995098,0.061469166,0.00039743,0.426574816,0.022256077,0.102271975,0.215340796,0.255812413,15097
University of Cincinnati,1150,1350,1250,No,6855,5553,2408,26,57,11036,2011,8907,4697,556,1851,89,95,10.8,6,13889,54,11,Ohio,53600,97300,50,19,0.535496843,0.001784046,0.03242432,0.071276867,0.02789341,0.001076091,0.705207714,0.020842183,0.05190723,0.08758814,0.155296916,35313
University of Dallas,1110,1390,1250,Yes,681,588,246,44,74,1058,73,10760,6230,500,1200,85,93,13.4,26,8731,63,21,Texas,53000,96400,49,16,0.46899529,0.003139717,0.068681319,0.081240188,0.151491366,0.001569859,0.535321821,0.026687598,0.016875981,0.114992151,0.332810047,2548
University of Dayton,1130,1330,1230,Yes,6361,5293,1507,26,51,5889,665,11380,4220,500,900,81,85,14.8,25,8894,93,4,Ohio,57400,105000,44,33,0.477034294,0.000793441,0.013752975,0.036762761,0.027329631,0.00026448,0.723706251,0.011108172,0.029709953,0.156572335,0.090011461,11343
University of Delaware,1155,1340,1247.5,Yes,14446,10516,3252,22,57,14130,4522,10220,4230,530,1300,82,87,18.3,15,10650,75,1,Delaware,58600,105400,43,22,0.562477954,0.000749559,0.044885362,0.054320988,0.064417989,0.000925926,0.705776014,0.025396825,0.01494709,0.088580247,0.190696649,22680
University of Denver,1200,1390,1295,Yes,2974,2001,580,29,60,2666,554,15192,4695,400,1350,84,91,15.9,21,11762,67,4,Colorado,55700,105100,48,12,0.563045135,0.004403421,0.033025658,0.034380557,0.086628842,0.001185536,0.673892794,0.027775426,0.031840122,0.106867643,0.187399441,11809
University of Detroit Mercy,1060,1250,1155,Yes,927,731,415,24,50,2149,2217,11130,3996,600,2166,72,79,13.5,14,10891,51,10,Michigan,51800,92800,57,13,0.596764408,0.003437816,0.048938322,0.101921132,0.026895854,0.002224469,0.488169869,0.023660263,0.188270981,0.116481294,0.207077856,4945
University of Dubuque,830,980,905,Yes,576,558,137,11,39,662,131,10430,3620,400,1500,85,98,16.5,18,8767,45,21,Iowa,44200,79700,48,7,0.438943894,0.005186233,0.019330504,0.106553512,0.066949552,0.001885903,0.663837812,0.028288543,0.080150872,0.027817067,0.228194248,2121
University of Evansville,1050,1250,1150,Yes,2096,1626,694,35,67,2551,407,11800,4340,700,960,60,81,15.8,26,7780,77,11,Indiana,50300,89900,54,17,0.563303467,0.001558239,0.014803272,0.028048305,0.027658746,0,0.74951305,0.01908843,0.032723023,0.126606934,0.091156993,2567
University of Florida,1300,1470,1385,No,12445,8836,3623,54,85,24470,3286,7090,4180,630,1530,88,97,13.4,20,14737,66,4,Florida,55800,102800,52,29,0.542267333,0.002769971,0.070785903,0.063709335,0.16431792,0.004852504,0.55231606,0.022402394,0.032006308,0.086839605,0.328838027,49459
University of Georgia,1270,1450,1360,No,11220,7871,3320,43,79,19553,2748,5697,3600,525,1755,88,95,14.7,22,7881,63,3,Georgia,54400,100700,45,14,0.576071824,0.001051226,0.081228514,0.079694292,0.046509646,0.001051226,0.697985624,0.029888911,0.013182942,0.04940762,0.239423815,35197
University of Hartford,1080,1270,1175,Yes,5081,4040,1194,11,26,3768,1415,14220,6000,500,1440,61,76,10.7,9,10625,66,7,Connecticut,55200,101600,53,15,0.513422327,0.002347073,0.034032566,0.126888661,0.089775561,0.00073346,0.579873845,0.021417046,0.073932815,0.070998973,0.275194367,6817
University of Hawaii at Manoa,1080,1290,1185,No,3580,2603,1627,36,69,11028,2411,4460,3038,687,1281,85,87,11.8,6,12833,54,3,Hawaii,51600,91600,56,18,,,,,,,,,,,,
University of Illinois at Chicago,1080,1310,1195,No,14939,11652,5705,52,88,25422,911,7560,4574,500,1982,87,90,17.4,13,8559,81,3,Illinois,62600,115300,44,36,0.449069561,0.000863979,0.135600354,0.048427116,0.07496677,0.001041205,0.482432432,0.023238813,0.012760301,0.22066903,0.284138237,45140
University of Illinois at Urbana-Champaign,1320,1510,1415,No,8384,5727,2710,22,50,13518,2916,7230,5088,630,3228,82,84,10,6,13883,34,7,Illinois,56300,103800,48,31,0.536665594,0.001036862,0.186956988,0.078443992,0.194322285,0.002252494,0.400836641,0.022095892,0.021237799,0.092817047,0.485108513,27969
University of Indianapolis,780,950,865,Yes,1487,1276,388,26,51,1417,1646,11120,4080,525,1405,55,56,11.1,23,6735,69,21,Indiana,47300,84500,55,5,0.672730614,0.001470048,0.015619258,0.083792723,0.035097391,0.001470048,0.686512312,0.023337008,0.074788681,0.077912532,0.160786476,5442
University of Kansas,1090,1330,1210,No,8579,5561,3681,25,50,17880,1673,6994,3384,700,2681,88,94,13.7,17,9657,57,1,Kansas,53000,98600,52,16,0.513245033,0.00522443,0.039771891,0.041685063,0.057174393,0.000809419,0.704083885,0.040323767,0.021302428,0.089624724,0.184988962,27180
University of Louisville,1050,1270,1160,No,4777,3057,1823,16,33,9844,6198,6540,3600,530,2440,84,92,11.1,24,10207,31,5,Kentucky,49500,87600,50,18,0.515653263,0.001576921,0.034738648,0.104215945,0.037706971,0.000649321,0.753350958,0.03636195,0.002782802,0.028616483,0.215249757,21561
University of Maine at Farmington,1060,1280,1170,No,1208,803,438,20,48,1906,344,6810,3970,450,1647,67,75,15.9,26,5712,59,13,Maine,41100,71700,64,5,0.668877551,0.006632653,0.007142857,0.017857143,0.013265306,0.001020408,0.839285714,0.020408163,0.087244898,0.007142857,0.066326531,1960
University of Maine at Machias,980,1030,1005,No,441,369,172,17,45,633,317,6600,3680,600,400,46,46,15.1,4,5935,64,16,Maine,37100,66200,47,13,0.675308642,0.027160494,0.00617284,0.032098765,0.02962963,0,0.704938272,0.012345679,0.175308642,0.012345679,0.107407407,810
University of Maine at Presque Isle,890,1000,945,No,461,381,235,10,40,974,503,6600,3630,400,1675,67,67,15.2,11,6408,35,14,Maine,39000,70700,58,6,0.642355009,0.024604569,0.003514938,0.010544815,0.01142355,0,0.746924429,0.024604569,0.116871705,0.061511424,0.074692443,1138
University of Maryland at College Park,1330,1510,1420,No,14292,10315,3409,22,53,19340,3991,8723,5146,550,1550,89,92,18.1,12,9021,63,4,Maryland,61300,113400,50,33,0.467428875,0.001249668,0.132810423,0.11183196,0.077479394,0.000771072,0.49598511,0.033023132,0.032172295,0.114676948,0.357165647,37610
University of Massachusetts at Amherst,1250,1460,1355,No,14438,12414,3816,12,39,16282,1940,8566,3897,500,1400,88,92,16.7,15,10276,68,20,Massachusetts,57400,103000,46,24,0.494080671,0.001641348,0.075641697,0.038414528,0.047668937,0.000558757,0.64270997,0.02248996,0.095791863,0.07508294,0.186415226,28635
University of Miami,1300,1460,1380,Yes,7122,5386,1643,42,69,7760,876,16500,6526,630,1985,82,94,5.9,17,17500,59,6,Florida,56200,99600,48,22,0.511035145,0.001379393,0.057154852,0.070109152,0.211466955,0.001319419,0.406381192,0.024469234,0.063152213,0.16456759,0.365899004,16674
University of Michigan at Ann Arbor,1350,1540,1445,No,19152,12940,4893,66,92,22045,1339,15732,4659,476,1600,90,98,11.5,26,14847,87,3,Michigan,63500,112200,45,38,0.478762178,0.001833811,0.114017192,0.039931232,0.044309456,0.000481375,0.568710602,0.029065903,0.063793696,0.137856734,0.229638968,43625
University of Minnesota at Duluth,1160,1270,1215,No,4192,3126,1656,15,45,5887,1254,8828,3474,753,2610,79,91,19,11,6393,53,9,Minnesota,53200,95700,48,30,0.469575408,0.010096457,0.029928784,0.018660416,0.020823943,0.000901469,0.815108627,0.02533129,0.052555666,0.026593347,0.10574236,11093
University of Minnesota at Morris,900,1040,970,No,1458,874,588,56,86,1846,154,9843,3180,600,1500,74,78,14.6,16,6716,51,22,Minnesota,46100,85300,53,27,0.538704581,0.066877304,0.030015798,0.013691417,0.035281727,0,0.646129542,0.109531332,0.005792522,0.092680358,0.255397578,1899
University of Mississippi,1025,1225,1125,No,3844,3383,1669,26,47,7524,804,4916,3810,600,550,81,86,20.3,14,6971,53,2,Mississippi,48500,89100,55,12,0.561036306,0.002844065,0.019064125,0.141225614,0.027107497,0.001022086,0.750211083,0.020930543,0.002355242,0.035239746,0.21219393,22503
University of Mobile,820,900,860,Yes,452,331,269,17,54,1417,301,6150,3680,550,1200,59,63,16.6,4,5412,52,19,Alabama,40600,74100,77,7,0.66375,0.01625,0.00625,0.2375,0.014375,0,0.625625,0.02125,0.045625,0.033125,0.295625,1600
University of Montevallo,970,1200,1085,No,1351,892,570,18,78,2385,331,4440,3030,300,600,72,72,18.9,8,5883,51,22,Alabama,38900,70700,49,7,0.673615635,0.005863192,0.006188925,0.141368078,0.03029316,0,0.725732899,0.022149837,0.055700326,0.012703583,0.205863192,3070
University of Nebraska at Lincoln,770,850,810,No,6277,6003,3526,33,63,16454,3171,5595,3145,500,2070,86,92,15.1,48,6813,53,1,Nebraska,51500,96700,53,20,0.477645365,0.002279453,0.022554587,0.024994001,0.045908982,0.000639846,0.756378469,0.023394385,0.024474126,0.09937615,0.119771255,25006
University of New England,1150,1200,1175,Yes,1209,750,265,19,54,820,159,11450,5045,900,2500,72,75,11.4,13,9718,64,6,Maine,50100,91500,69,7,0.714107948,0.00419972,0.046819101,0.060195987,0.012754705,0.002333178,0.654845233,0.014932338,0.196920205,0.006999533,0.141235029,6429
University of New Hampshire,870,1030,950,No,9750,7640,2529,24,62,10358,1338,11180,3862,650,2450,89,87,17.5,16,7855,75,2,New Hampshire,54300,100300,50,23,0.547529272,0.002116822,0.021168221,0.011113316,0.029503208,0.000132301,0.787722432,0.014222399,0.09757227,0.036449031,0.078256268,15117
University of North Carolina at Chapel Hill,1140,1380,1260,No,14596,5985,3331,75,92,14609,1100,8400,4200,550,1200,88,93,8.9,23,15893,83,5,North Carolina,55000,100800,49,19,0.565677021,0.004564956,0.08271838,0.079080144,0.065042046,0.002402609,0.636656942,0.04551227,0.02903724,0.054985413,0.279320405,29135
University of North Carolina at Charlotte,1120,1320,1220,No,5803,4441,1730,19,62,10099,3255,7248,3109,600,1900,79,91,16.8,7,6227,62,8,North Carolina,52500,92600,49,25,0.494786695,0.002973787,0.049306116,0.161906161,0.07342683,0.001101402,0.59115941,0.031426683,0.026543799,0.062155812,0.32014098,27238
University of North Dakota,1110,1290,1200,No,2777,2249,1652,20,54,8334,1435,5634,2703,450,1200,97,97,15.9,16,9424,49,2,North Dakota,53800,96000,54,16,0.473768952,0.016973031,0.013887025,0.023077955,0.028176573,0.001006306,0.789480746,0.02710318,0.033476452,0.066818731,0.110224071,14906
