name,Private,Apps,Accept,Enroll,Top10perc,Top25perc,F.Undergrad,P.Undergrad,Outstate,Room.Board,Books,Personal,PhD,Terminal,S.F.Ratio,perc.alumni,Expend,Grad.Rate,rank,state_name,early_career_pay,mid_career_pay,make_world_better_percent,stem_percent,Women,American Indian / Alaska Native,Asian,Black,Hispanic,Native Hawaiian / Pacific Islander,White,Two Or More Races,Unknown,Non-Resident Foreign,Total Minority,total_enrollment
Mercer University,Yes,2286,1668,564,37,70,2943,1260,11985,4081,400,1500,93,95,9.2,15,8995,91,11,Georgia,48500,85100,62.0,14,0.6199719363891487,0.0052619270346117,0.0661833489242282,0.2981758652946679,0.0385874649204864,0.0014031805425631,0.4817586529466791,0.0168381665107577,0.0519176800748363,0.0398737137511693,0.4264499532273152,8552.0
Merrimack College,Yes,1981,1541,514,18,36,1927,1084,12500,6200,375,1000,73,75,16.8,22,8707,80,22,Massachusetts,56000,102500,50.0,13,0.522625112376386,0.0008990110878034,0.0134851663170512,0.0296673658975127,0.0530416541804015,0.0,0.6403955648786335,0.0140845070422535,0.1905903506143242,0.0578363799820197,0.1111777045250224,3337.0
Michigan State University,No,18114,15096,6180,23,57,26640,4120,10658,3734,504,600,93,95,14.0,9,10520,71,5,Michigan,55300,100800,46.0,20,0.5145064994708572,0.0025358918551945,0.0442083824204788,0.0638166170803298,0.0374992512130348,0.0009185120105429,0.6612288093288872,0.0243006329745811,0.0128991034524071,0.1525927996645434,0.1732792875541622,50081.0
Michigan Technological University,No,2618,2288,1032,42,77,5524,414,8127,3978,900,1200,82,82,17.0,25,7473,65,2,Michigan,65000,116300,47.0,81,0.2629947879983096,0.0046485420481758,0.0115509226651641,0.0133821665023242,0.0164811945344414,0.0011269192844062,0.7467248908296943,0.0219749260459219,0.0301450908578673,0.1539653472320045,0.0691646710804338,7099.0
Milligan College,Yes,610,461,189,26,52,685,49,8200,3300,550,1000,63,69,12.0,16,8128,64,25,Tennessee,41200,74900,63.0,5,0.6529209621993127,0.0025773195876288,0.0128865979381443,0.0395189003436426,0.0446735395189003,0.0017182130584192,0.8479381443298969,0.0163230240549828,0.0068728522336769,0.0274914089347079,0.1176975945017182,1164.0
Millsaps College,Yes,905,834,319,32,61,1073,179,11320,4402,550,1350,82,89,12.7,38,11218,58,3,Mississippi,49300,88700,56.0,24,0.4904988123515439,0.007125890736342,0.0415676959619952,0.1057007125890736,0.0213776722090261,0.0,0.7470308788598575,0.007125890736342,0.0332541567695962,0.0368171021377672,0.1828978622327791,842.0
Milwaukee School of Engineering,Yes,1217,1088,496,36,69,1773,884,11505,3255,1000,2075,35,46,16.7,23,7140,67,1,Wisconsin,65700,117600,50.0,69,0.2405693950177936,0.0021352313167259,0.0306049822064056,0.0256227758007117,0.0444839857651245,0.0046263345195729,0.6850533807829181,0.0145907473309608,0.0711743772241993,0.1217081850533807,0.1220640569395017,2810.0
Mississippi College,Yes,594,385,307,36,57,1695,721,5580,2830,600,700,77,79,16.5,18,6170,61,5,Mississippi,45200,79500,57.0,20,0.5941011235955056,0.0052166934189406,0.0236757624398073,0.2335473515248796,0.0248796147672552,0.0010032102728731,0.5702247191011236,0.0104333868378812,0.05276886035313,0.0782504012841091,0.2987560192616372,4984.0
Mississippi State University,No,4255,3277,1609,18,57,10094,1621,9866,3084,480,1479,77,77,15.9,20,6223,53,1,Mississippi,51100,94100,57.0,27,0.4859469659350481,0.0051643658754593,0.0130598867812096,0.1922236567682987,0.0226934154335087,0.0008441751911808,0.705581487734631,0.0135564604230807,0.0081438077266858,0.0387327440659449,0.2475419604727381,20138.0
Mississippi University for Women,No,480,405,380,19,46,1673,1014,4386,2217,600,1500,49,54,15.8,8,5704,63,10,Mississippi,39500,69500,63.0,2,0.8130563798219584,0.0022255192878338,0.0152077151335311,0.3660979228486647,0.0074183976261127,0.0007418397626112,0.5834569732937686,0.0044510385756676,0.0,0.02040059347181,0.3961424332344214,2696.0
Montana State University,No,3500,2836,1779,15,42,8730,993,5552,3710,550,2300,75,83,17.6,8,6324,37,2,Montana,53700,96200,54.0,31,,,,,,,,,,,,
Montclair State University,No,5220,2128,865,19,53,6411,3186,3648,4834,700,950,82,87,21.5,9,6717,58,14,New Jersey,50800,95400,42.0,9,0.6320047947258016,0.0006492857856358,0.0506942363400259,0.097193087603636,0.2221056837478773,0.0018979122964738,0.4810708220956947,0.0318150034961542,0.0870042952751972,0.0275696733593047,0.4043552092698032,20022.0
Morehouse College,Yes,3708,1678,722,41,66,2852,153,7050,5490,250,600,71,74,17.8,10,8122,83,4,Georgia,55700,98700,58.0,26,0.0004741583688952,0.0004741583688952,0.0004741583688952,0.9426268373636796,0.0061640587956377,0.0,0.0004741583688952,0.0018966334755808,0.0165955429113323,0.0312944523470839,0.9516358463726884,2109.0
Morningside College,Yes,586,533,239,16,36,950,228,10520,3678,500,1000,48,68,13.0,32,8111,56,19,Iowa,44900,82100,60.0,6,0.6840240878498052,0.0035423308537017,0.0049592631951824,0.010272759475735,0.0308182784272051,0.0017711654268508,0.8221749911441729,0.010272759475735,0.0998937300743889,0.0162947219270279,0.0616365568544102,2823.0
Mount Marty College,Yes,279,276,126,17,37,600,435,6844,2980,500,500,45,55,11.7,38,5073,44,8,South Dakota,41400,76500,67.0,5,0.5881877022653722,0.023462783171521,0.0105177993527508,0.0275080906148867,0.0517799352750809,0.0040453074433656,0.8810679611650486,0.0,0.0016181229773462,0.0,0.1173139158576051,1236.0
Muhlenberg College,Yes,2519,1836,462,30,61,1656,352,16975,4565,600,850,76,86,12.8,39,10888,83,17,Pennsylvania,53400,101900,43.0,20,0.5971311475409836,0.001639344262295,0.0262295081967213,0.030327868852459,0.0635245901639344,0.0,0.7536885245901639,0.0147540983606557,0.0983606557377049,0.0114754098360655,0.1364754098360655,2440.0
Murray State University,No,2225,1910,1190,29,55,5968,955,4738,3110,700,940,72,76,20.2,27,5972,52,12,Kentucky,44800,79900,56.0,9,0.5863299723387169,0.0019630588025341,0.0088337646114035,0.0692424377621129,0.0174890693316677,0.0005353796734183,0.7974480235567056,0.0152583206924243,0.0156152404747033,0.0736147050950298,0.1133220308735611,11207.0
New Jersey Institute of Technology,No,1879,1216,483,27,62,3311,1646,8832,5376,700,1850,92,98,13.5,19,12529,72,3,New Jersey,64600,121300,51.0,75,0.2503287619763291,0.0005635919594213,0.1785647191433402,0.0844448619199699,0.1642870561713319,0.0002817959797106,0.2755964681570543,0.0250798421942513,0.1018222806687958,0.1693593838061243,0.4532218673680255,10646.0
New York University,Yes,13594,7244,2505,70,86,12408,2814,17748,7262,450,1000,87,98,7.8,16,21227,71,13,New York,63100,117700,42.0,18,0.5510614116978528,0.0019076998011121,0.1484352802695133,0.0481795673174493,0.0865973941632504,0.0009132605430856,0.3516256037666924,0.025327759061574,0.1037261030157892,0.2332873320615334,0.3113609611559849,49274.0
Newberry College,Yes,872,722,154,14,36,601,36,10194,2600,500,1500,57,63,11.4,32,5788,83,19,South Carolina,41200,74700,54.0,14,0.4739249771271729,0.0036596523330283,0.0064043915827996,0.2589204025617566,0.0439158279963403,0.000914913083257,0.595608417200366,0.0292772186642269,0.0237877401646843,0.0375114364135407,0.3430924062214089,1093.0
North Carolina Wesleyan College,Yes,812,689,195,7,24,646,84,8242,4230,600,1295,77,77,12.7,11,10090,52,21,North Carolina,45300,78800,62.0,8,0.5817307692307693,0.0096153846153846,0.0058760683760683,0.4780982905982906,0.0202991452991453,0.0,0.3007478632478632,0.017094017094017,0.1276709401709401,0.0405982905982906,0.530982905982906,1872.0
North Central College,Yes,1127,884,308,30,64,1310,766,11718,7398,450,1800,73,87,16.4,33,8871,76,19,Illinois,50400,92900,45.0,9,0.5507722642129478,0.0009858692080184,0.0216891225764048,0.0387775221820571,0.090699967137693,0.0006572461386789,0.7315149523496549,0.0259612224778179,0.0713112060466644,0.0184028918830101,0.1787709497206704,3043.0
North Dakota State University,No,2968,2297,1610,13,47,7368,1128,5834,2744,600,2000,79,83,17.0,24,6310,42,1,North Dakota,54200,98600,56.0,27,0.4601613887570353,0.0073913338306096,0.0149182884654506,0.0244795551637621,0.0166135485183427,0.0008137248253882,0.805451956330101,0.0176307045500779,0.0408896724757577,0.0718112158405099,0.0818471553536312,14747.0
Northeastern University,Yes,11901,8492,2517,16,42,11160,10221,13380,7425,600,1750,73,82,12.9,17,9563,46,16,Massachusetts,62500,109700,46.0,40,0.4931811294070108,0.0005051015254066,0.0885442974037781,0.0315183351853722,0.0557126982523487,0.0003535710677846,0.4459036266289524,0.0301545610667744,0.0713708455399535,0.2759369633296292,0.2067885645014648,19798.0
Northern Arizona University,No,5891,4931,1973,23,48,11249,2682,6746,3728,620,2342,78,83,21.7,7,6157,41,4,Arizona,49600,90000,56.0,12,0.5889189676953619,0.0302472477892077,0.0168922577152138,0.0320519761775852,0.1937556397762136,0.0022378632015881,0.623714131023281,0.0482584371052156,0.0078686157733261,0.0449738314383685,0.3234434217650244,27705.0
Northern Illinois University,No,10706,7219,2397,12,37,14826,1979,7799,3296,470,1750,73,78,17.3,11,6086,56,14,Illinois,53000,95500,47.0,20,0.5066226772111979,0.0014555334530105,0.0477414972587453,0.1370627334918247,0.1227985056523215,0.0010673911988743,0.597642035806123,0.027606617825433,0.0117413031876182,0.0528843821260492,0.3377322788802096,20611.0
Northwest Missouri State University,No,2729,2535,1257,8,29,4787,472,3735,3136,250,1630,62,65,21.7,23,5284,54,13,Missouri,46900,85100,50.0,26,0.5349702380952381,0.0029761904761904,0.0058035714285714,0.0556547619047619,0.0270833333333333,0.0011904761904761,0.7412202380952381,0.0248511904761904,0.0358630952380952,0.1053571428571428,0.1175595238095238,6720.0
Northwestern College,Yes,860,811,366,22,56,1040,52,9900,3075,300,1800,68,68,14.9,34,6357,68,18,Iowa,44800,82400,42.0,11,,,,,,,,,,,,
Northwestern University,Yes,12289,5200,1902,85,98,7450,45,16404,5520,759,1585,96,100,6.8,25,26385,92,2,Illinois,63400,115400,46.0,20,0.4690080727475179,0.0010206922149021,0.1329219634406606,0.0490860165166558,0.0771086573257864,0.0005567412081284,0.4822306764405679,0.0325693606755126,0.0696854412174074,0.1548204509603785,0.2932634313816461,21554.0
Norwich University,Yes,1743,1625,626,8,29,1862,382,14134,5270,500,800,71,74,13.1,22,9209,63,3,Vermont,57000,99100,51.0,20,0.2028867102396514,0.0038126361655773,0.0231481481481481,0.0544662309368191,0.0678104575163398,0.0032679738562091,0.758442265795207,0.0392156862745098,0.0386710239651416,0.0111655773420479,0.1917211328976034,3672.0
Oakland University,No,3041,2581,1173,16,56,6441,3982,9114,4030,400,650,88,90,19.7,13,6637,53,9,Michigan,51300,93300,49.0,19,0.5812661435742482,0.0038500901603391,0.0465422291534675,0.0780252448949753,0.027535454944198,0.0008285004142502,0.7376577805935962,0.0239777766947707,0.0499049661289536,0.031677957015449,0.180759296262001,20519.0
Oberlin College,Yes,4778,2767,678,50,89,2587,120,19670,5820,575,1119,77,96,10.1,47,16593,83,13,Ohio,53100,96800,47.0,21,0.5530557421087978,0.0010073875083948,0.0416386836803223,0.0517125587642713,0.0721961047683008,0.0006715916722632,0.6954331766286098,0.0564137004701141,0.0077233042310275,0.0732034922766957,0.2236400268636668,2978.0
Oglethorpe University,Yes,792,649,186,56,87,769,377,12900,4340,600,4110,91,95,13.1,27,8568,67,6,Georgia,52400,91400,50.0,12,0.583180987202925,0.0027422303473491,0.0393053016453382,0.1846435100548446,0.103290676416819,0.0,0.336380255941499,0.026508226691042,0.2468007312614259,0.0603290676416819,0.356489945155393,1094.0
Ohio Northern University,Yes,2936,2342,669,35,62,2502,66,15990,4080,600,825,73,78,14.5,31,9979,83,6,Ohio,54400,103900,49.0,22,0.5112313937753721,0.0010825439783491,0.0151556156968876,0.0305818673883626,0.0108254397834912,0.0008119079837618,0.7780784844384303,0.0284167794316644,0.0722598105548038,0.0627875507442489,0.0868741542625169,3695.0
Ohio University,No,11023,8298,3183,21,54,14861,1310,7629,4095,550,2300,79,87,20.4,13,8811,64,17,Ohio,51400,93300,47.0,9,0.580655098059349,0.0014717459013587,0.0121504603484272,0.0509292535167881,0.0258068932470821,0.0007187596262449,0.7987473046514015,0.0281000787212923,0.0189957901221891,0.0630797138652154,0.1191771913611938,29217.0
Ohio Wesleyan University,Yes,2190,1700,458,36,65,1780,48,16732,5650,550,550,93,93,12.1,32,12011,75,9,Ohio,51300,99200,46.0,21,0.5346020761245674,0.0005767012687427,0.0230680507497116,0.0668973471741637,0.0415224913494809,0.0,0.723760092272203,0.0455594002306805,0.0265282583621684,0.0720876585928489,0.1776239907727797,1734.0
Oklahoma Baptist University,Yes,758,681,484,35,59,1707,705,5390,3140,515,1290,63,71,15.1,18,5511,50,19,Oklahoma,43900,76600,62.0,8,0.5881758463870642,0.0540677109651339,0.0085901970692268,0.0596260737746336,0.0227387569479535,0.0025265285497726,0.7023749368367862,0.080343607882769,0.0323395654370894,0.0373926225366346,0.2278928751894896,1979.0
Oklahoma Christian University,Yes,776,765,351,22,44,1419,228,6400,3150,500,1900,58,64,16.2,8,6578,45,7,Oklahoma,49700,87900,57.0,41,0.4618181818181818,0.0193939393939393,0.082020202020202,0.1244444444444444,0.0573737373737373,0.0004040404040404,0.6541414141414141,0.0618181818181818,0.0004040404040404,0.0,0.3454545454545454,2475.0
Ouachita Baptist University,Yes,910,773,450,31,73,1310,61,6530,2800,500,1500,63,67,13.3,10,6413,65,8,Arkansas,44100,80200,58.0,18,0.5123251165889408,0.0073284477015323,0.0086608927381745,0.0859427048634243,0.0386409060626249,0.0006662225183211,0.8334443704197202,0.0,0.0006662225183211,0.0246502331778814,0.1412391738840772,1501.0
Pacific Lutheran University,Yes,1603,1392,504,31,68,2580,302,13312,4488,600,1516,78,78,11.0,23,9431,83,10,Washington,54500,98100,53.0,20,0.6320172732880938,0.0086366440468846,0.0672424429364589,0.0293028994447871,0.0768044417026526,0.0074028377544725,0.6727328809376928,0.0718692165330043,0.0160394818013571,0.0499691548426897,0.2612584824182603,3242.0
Pacific University,Yes,943,849,288,41,71,1041,35,14210,3994,450,1100,76,76,10.9,22,11216,42,8,Oregon,50200,94000,66.0,8,0.6337912087912088,0.0065934065934065,0.1392857142857143,0.0159340659340659,0.0791208791208791,0.0153846153846153,0.573076923076923,0.0733516483516483,0.0596153846153846,0.0376373626373626,0.3296703296703296,3640.0
Peru State College,No,701,501,458,10,40,959,457,2580,2624,500,900,48,100,20.1,24,4870,44,17,Nebraska,42600,74800,50.0,6,0.5990396158463386,0.0060024009603841,0.0124049619847939,0.072829131652661,0.0520208083233293,0.0028011204481792,0.7799119647859144,0.0272108843537414,0.0468187274909964,0.0,0.1732693077230892,2499.0
Presbyterian College,Yes,1082,832,302,34,63,1133,30,11859,3635,554,1429,80,85,13.4,42,8354,85,6,South Carolina,48800,89900,57.0,14,0.5787671232876712,0.0027397260273972,0.0308219178082191,0.1363013698630137,0.0191780821917808,0.0006849315068493,0.7397260273972602,0.0157534246575342,0.0068493150684931,0.047945205479452,0.2054794520547945,1460.0
Princeton University,Yes,13218,2042,1153,90,98,4540,146,19900,5910,675,1575,91,96,8.4,54,28320,99,2,New Jersey,75200,139400,48.0,48,0.4536350148367952,0.0012363996043521,0.1585064292779426,0.0586053412462908,0.0705984174085064,0.0008654797230464,0.431998021760633,0.0347428288822947,0.0342482690405539,0.2091988130563798,0.3245548961424332,8088.0
Providence College,Yes,5139,3346,973,20,55,3717,1358,14400,6200,450,1100,66,74,18.4,35,8135,96,3,Rhode Island,58900,106900,44.0,11,0.5587910875799691,0.0017648356496801,0.0112508272667107,0.0416942422236929,0.0701522170747849,0.0019854401058901,0.7741010368409442,0.0169865431281711,0.0606662254577542,0.0213986322523715,0.14383410544893,4533.0
Purdue University at West Lafayette,No,21804,18744,5874,29,60,26213,4065,9556,3990,570,1060,86,86,18.2,15,8604,67,4,Indiana,60900,110000,48.0,38,0.4162809418394043,0.0014338901187361,0.0522237874823908,0.0302374723284363,0.0396206480177098,0.0007798349768565,0.6098812638357819,0.0193197826524451,0.0180871402696719,0.2284161803179714,0.1436154155765747,39752.0
Radford University,No,5702,4894,1742,15,37,8077,472,6684,4110,500,900,73,83,19.6,9,4519,62,22,Virginia,48900,82900,53.0,10,0.5760359256991223,0.0027556644213104,0.0145948152684221,0.112369871402327,0.0509287609716268,0.0020412329046744,0.7517860787915901,0.0443968156766687,0.0125535823637477,0.0085731781996325,0.2270871606450296,9798.0
Ramapo College of New Jersey,No,2088,957,362,6,29,2745,1938,4449,4860,600,1655,74,95,17.8,8,7333,47,15,New Jersey,51600,95200,41.0,12,0.5595535565550558,0.0026653339996668,0.0628019323671497,0.0531400966183574,0.1301016158587373,0.0018324171247709,0.6446776611694153,0.0116608362485423,0.0769615192403798,0.0161585873729801,0.2622022322172247,6003.0
Reed College,Yes,1966,1436,327,47,80,1199,61,19960,5490,500,450,90,90,11.8,37,15886,68,3,Oregon,56100,104900,44.0,26,0.5344332855093257,0.0028694404591104,0.0573888091822094,0.018651362984218,0.1047345767575322,0.0021520803443328,0.5832137733142038,0.0810616929698708,0.0674318507890961,0.0824964131994261,0.266857962697274,1394.0
Rensselaer Polytechnic Institute,Yes,4996,4165,936,53,82,4291,16,17475,5976,1230,1100,94,98,15.4,21,15605,70,6,New York,71300,134100,49.0,78,0.3040234089246525,0.0008778346744696,0.0920263350402341,0.0266276517922457,0.0642282370153621,0.0004389173372348,0.5724945135332845,0.0564740307242136,0.0191660570592538,0.1676664228237015,0.24067300658376,6835.0
Rhodes College,Yes,2302,1831,391,58,82,1345,59,15200,4768,550,1500,90,96,10.8,47,13388,77,2,Tennessee,51900,97800,46.0,25,0.5788704965920156,0.0029211295034079,0.0647517039922103,0.062317429406037,0.0355404089581304,0.0,0.7531645569620253,0.0301850048685491,0.0223953261927945,0.0287244401168451,0.1957156767283349,2054.0
Rider University,Yes,3586,2424,730,16,31,2748,1309,13250,5420,700,3100,84,92,12.3,23,11299,70,8,New Jersey,51600,99000,47.0,5,0.601435587457499,0.0015111446921042,0.0443898753305629,0.0999244427653947,0.0997355496788817,0.0015111446921042,0.6360030222893842,0.0222893842085379,0.0532678503966754,0.0413675859463543,0.2693615413675859,5294.0
Ripon College,Yes,587,501,211,28,52,735,28,15200,4100,350,650,87,90,9.4,49,12472,64,10,Wisconsin,46300,89600,60.0,26,0.5333333333333333,0.0023809523809523,0.0142857142857142,0.0226190476190476,0.0476190476190476,0.0,0.8369047619047619,0.0178571428571428,0.0226190476190476,0.0357142857142857,0.1047619047619047,840.0
Roanoke College,Yes,2227,1790,437,27,54,1460,239,13425,4425,450,1200,85,89,13.0,26,9405,72,20,Virginia,48500,85100,53.0,18,0.5965853658536585,0.0034146341463414,0.0146341463414634,0.0536585365853658,0.0370731707317073,0.0009756097560975,0.82,0.0414634146341463,0.0,0.028780487804878,0.1512195121951219,2050.0
Rocky Mountain College,Yes,560,392,270,11,31,743,118,8734,3362,600,625,56,78,11.3,27,6422,68,5,Montana,46000,82900,59.0,12,0.4836146971201588,0.0208540218470705,0.009930486593843,0.0317775571002979,0.0178748758689175,0.0049652432969215,0.7785501489572989,0.0665342601787487,0.0228401191658391,0.0466732869910625,0.1519364448857994,1007.0
Roger Williams University,Yes,3304,2804,679,10,20,2111,1489,12520,6050,500,730,44,54,16.4,8,7957,61,8,Rhode Island,52900,92700,48.0,12,0.5057330057330057,0.0085995085995086,0.0219082719082719,0.0239557739557739,0.0487305487305487,0.0006142506142506,0.7158067158067158,0.0008190008190008,0.1298116298116298,0.0497542997542997,0.1046273546273546,4884.0
Rollins College,Yes,1777,1151,382,31,55,1668,1052,16425,5220,955,750,81,85,13.3,23,11561,90,18,Florida,49000,87000,53.0,7,0.5862176488930465,0.0028063610851262,0.0296227003429996,0.0614281259744309,0.1518553164951668,0.0006236357966947,0.6317430620517618,0.0283754287496102,0.0243217960710944,0.069223573433115,0.2747115684440286,3207.0
Sacred Heart University,Yes,2307,1896,509,19,51,1707,1889,11070,5780,400,600,71,73,14.8,16,7120,82,9,Connecticut,55000,100500,46.0,15,0.6667523454568821,0.0017992545945251,0.0223621642462408,0.0463950649016835,0.0638735381056419,0.0014137000385554,0.6762626911708006,0.0114381184937668,0.1309600308443644,0.045495437604421,0.1472818403804138,7781.0
Saint Ambrose University,Yes,897,718,276,12,48,1345,390,10450,4020,500,1500,56,56,14.1,16,7444,70,17,Iowa,46900,84400,48.0,8,,,,,,,,,,,,
Saint Anselm College,Yes,2095,1553,514,15,40,1873,94,12950,5400,450,1120,70,82,14.5,29,6719,97,2,New Hampshire,56400,100300,59.0,11,0.6026422764227642,0.0015243902439024,0.0060975609756097,0.0182926829268292,0.0289634146341463,0.0010162601626016,0.7977642276422764,0.0172764227642276,0.1229674796747967,0.0060975609756097,0.073170731707317,1968.0
Saint Cloud State University,No,3971,3306,1921,10,34,11493,2206,4259,2625,350,1884,70,75,18.9,10,4629,58,11,Minnesota,51600,91600,50.0,15,,,,,,,,,,,,
Saint Joseph's University,Yes,2519,2003,776,39,71,2473,1314,12750,6350,350,1690,84,90,17.4,13,8243,83,14,Pennsylvania,57300,105100,41.0,6,,,,,,,,,,,,
Saint Louis University,Yes,3294,2855,956,44,67,4576,1140,11690,4730,800,6800,84,94,4.6,19,18367,67,4,Missouri,54200,95300,56.0,13,0.5866760497302369,0.0007623739150832,0.0651536476659629,0.0639807647196809,0.0332512315270936,0.0,0.707541637344593,0.0409922589725545,0.0312573305184142,0.0570607553366174,0.2041402768003753,17052.0
Saint Mary's College,Yes,888,734,393,26,60,1433,27,12730,4514,500,1525,74,95,9.9,31,11165,98,12,Indiana,49700,89300,54.0,15,,,,,,,,,,,,
Saint Michael's College,Yes,1910,1380,463,16,64,1715,106,13030,5860,500,750,79,88,14.5,34,10190,84,4,Vermont,52900,98500,40.0,18,0.5897631779984721,0.0019098548510313,0.0164247517188693,0.0194805194805194,0.0374331550802139,0.0003819709702062,0.8559969442322384,0.0164247517188693,0.0049656226126814,0.0469824293353705,0.0920550038197097,2618.0
Saint Xavier University,Yes,785,647,295,15,65,1670,726,10860,4624,600,794,87,100,13.7,15,8953,55,20,Illinois,49400,91200,60.0,10,0.6881905229560521,0.0029462312791554,0.0274981586054505,0.1640068745396513,0.225877731401915,0.0004910385465259,0.5089614534740977,0.0174318684016695,0.0495948931991161,0.0031917505524183,0.4382519027743677,4073.0
Samford University,Yes,1680,1395,691,34,76,2959,402,8236,3700,569,1650,74,75,14.7,17,9533,61,5,Alabama,48400,90500,52.0,3,0.6247719440502737,0.0034461787958645,0.0162173119805392,0.0754105007095074,0.0441921751469693,0.0002027163997567,0.8122846138252585,0.010135819987837,0.0070950739914859,0.0310156091627812,0.1496047030204743,4933.0
Santa Clara University,Yes,4019,2779,888,40,73,3891,128,13584,5928,630,1278,88,92,13.9,19,10872,100,6,California,69900,134700,44.0,29,0.5003882418191903,0.0011092623405435,0.157071547420965,0.0264004437049362,0.142318358291736,0.002218524681087,0.4094287298946201,0.0511369938990571,0.0757626178591236,0.1345535219079312,0.380255130338325,9015.0
Seattle Pacific University,Yes,1183,1016,411,42,82,1922,704,12669,4875,600,1250,83,85,16.8,20,10368,66,6,Washington,53600,103400,52.0,9,0.676547308513161,0.0045055726820014,0.1019682238558216,0.0360445814560113,0.0792032250414987,0.0026084894474745,0.6359971543751483,0.0692435380602324,0.0336732274128527,0.0367559876689589,0.2935736305430401,4217.0
Seattle University,Yes,2115,1540,494,28,72,2993,347,12825,4375,500,1500,85,85,12.2,16,10175,89,1,Washington,60600,113700,59.0,12,0.5976900866217517,0.0056372886016774,0.139007287226729,0.0295613914478207,0.0841468444933315,0.0059122782895641,0.4799945002062423,0.0628351436821119,0.1017461845180805,0.0911590815344424,0.3271002337412347,7273.0
Seton Hall University,Yes,4576,3565,1000,16,36,4384,1530,12000,6484,650,1000,81,84,14.4,15,10080,64,5,New Jersey,57100,103800,45.0,8,0.5860600394723174,0.0010387451958034,0.0714656694712786,0.1140542224992209,0.1416848447075932,0.0031162355874104,0.4985976939856653,0.0196322842006855,0.1081333748831411,0.0422769294692012,0.3509920016619923,9627.0
Simpson College,Yes,1016,872,300,27,57,1116,602,11250,4980,550,1400,66,73,15.8,36,7411,70,11,Iowa,49900,88600,47.0,17,,,,,,,,,,,,
Smith College,Yes,2925,1598,632,51,88,2479,95,18820,6390,500,1050,85,97,10.3,44,21199,90,24,Massachusetts,52700,98200,51.0,26,0.9792572766811642,0.001672800267648,0.1164268986283037,0.0498494479759116,0.0923385747741719,0.0006691201070592,0.4841083974573436,0.0428236868517898,0.0823017731682837,0.1298093007694881,0.3037805286048846,2989.0
South Dakota State University,No,2807,2589,1701,13,37,7000,1103,3811,2190,500,1970,62,65,15.0,29,5084,67,2,South Dakota,50500,91900,58.0,18,0.5344813840389062,0.0101251694172048,0.011161604081958,0.0203300645778521,0.0192139041696563,0.0010364346647532,0.8594435143107709,0.0182571952483456,0.0046240931196683,0.0558080204097903,0.0801243721597703,12543.0
Southeast Missouri State University,No,2281,1870,1408,18,43,6553,1246,4680,3540,200,2150,75,76,17.1,8,5916,45,20,Missouri,43700,79100,52.0,9,0.5730950608091337,0.0045503433440886,0.0097625548109539,0.0845536526847025,0.0156366344005956,0.0003309340613882,0.7388930255646562,0.0010755356995118,0.0574170596508645,0.0877802597832382,0.115909655001241,12087.0
Southern Illinois University at Edwardsville,No,2540,2195,994,13,40,6063,2550,5472,3598,221,2216,76,81,16.5,8,7498,43,24,Illinois,51400,90100,50.0,21,0.5415115946178071,0.0021471514457486,0.0191096478671628,0.1337675350701402,0.0357142857142857,0.0007872888634411,0.731105067277412,0.0285571142284569,0.0187517892928714,0.0300601202404809,0.2200830231892356,13972.0
Southern Methodist University,Yes,4301,3455,1166,41,69,4892,387,12772,5078,576,1802,74,88,13.5,17,12726,72,5,Texas,59700,110400,46.0,22,0.4795067423704755,0.0027501774308019,0.0595280340667139,0.0593506032647267,0.1039744499645138,0.0013307310149041,0.6043293115684882,0.0258161816891412,0.0113555713271824,0.1315649396735273,0.2527501774308019,11272.0
Southwestern University,Yes,1244,912,352,44,77,1177,43,11850,4675,600,1050,83,89,11.3,35,12995,67,25,Texas,51800,93500,51.0,19,,,,,,,,,,,,
Spalding University,Yes,283,201,97,10,45,589,263,8400,2800,600,900,50,56,10.6,40,6860,89,13,Kentucky,44800,79200,71.0,0,0.7347468628299437,0.0012981393336218,0.0138468195586326,0.1839030722630895,0.0285590653396797,0.0021635655560363,0.6265685850281264,0.0246646473388143,0.1155344006923409,0.0034617048896581,0.2544353093898745,2311.0
Spelman College,Yes,3713,1237,443,47,83,1971,107,7000,5565,660,2400,73,80,12.5,18,9988,65,10,Georgia,50200,85400,52.0,24,1.0,0.0014051522248243,0.0009367681498829,0.8688524590163934,0.0032786885245901,0.0,0.0004683840749414,0.0271662763466042,0.082903981264637,0.0149882903981264,0.9016393442622952,2135.0
St. John's College,Yes,323,278,122,31,51,393,4,16150,5450,275,800,63,72,7.2,26,15622,64,7,Maryland,55900,101200,,0,,,,,,,,,,,,
Stephens College,Yes,450,405,194,17,34,614,388,13900,5200,450,2150,46,63,10.9,17,9995,59,24,Missouri,42800,77200,47.0,6,0.9640371229698376,0.0034802784222737,0.0139211136890951,0.1357308584686775,0.0359628770301624,0.0046403712296983,0.7238979118329466,0.0556844547563805,0.0243619489559164,0.0023201856148491,0.2494199535962877,862.0
Stetson University,Yes,1557,1227,489,37,69,1964,81,12315,4565,600,1365,85,90,12.5,24,10307,73,21,Florida,47000,86000,44.0,7,0.5622431713802272,0.0038675368624607,0.0227217790669567,0.0696156635242929,0.1363306744017404,0.0002417210539037,0.6649746192893401,0.0299734106840705,0.0212714527435339,0.0510031423737007,0.2627507855934252,4137.0
